['G51', 'G48', 'G33', 'G21', 'G19', 'G14', 'G73', 'G66'];;X;Y;X1;Y1
V10;;744648,4532;6944171,18;744648,4497;6944171,232
V11;;744775,9886;6944099,941;744776,0061;6944099,946
V12;;744851,9424;6943999,353;744851,9517;6943999,337
V13;;744958,5715;6944107,786;744958,6138;6944107,754
V14;;744983,8468;6944177,208;744983,8694;6944177,169
V15;;744873,2046;6944252,753;744873,2112;6944252,756
V16;;744961,364;6944365,332;744961,3927;6944365,329
V17;;744895,9012;6944433,299;744895,9053;6944433,308
V18;;745027,9505;6944505,272;745027,9742;6944505,255
V19;;744947,5274;6944568,043;744947,5341;6944568,059
V20;;744909,3646;6944668,248;744909,3748;6944668,278
V21;;744850,3673;6944703,991;744850,3571;6944704,026
V22;;744801,2776;6944637,61;744801,2928;6944637,669
V23;;744715,8006;6944606,096;744715,8142;6944606,16
V24;;744710,6661;6944516,868;744710,6729;6944516,927
V25;;744799,7153;6944440,591;744799,7232;6944440,624
V26;;744659,6458;6944369,943;744659,6545;6944369,991
V27;;744601,8023;6944461,985;744603,0966;6944461,605
V28;;744704,4842;6944714,31;744704,4781;6944714,369
V29;;744692,8755;6944781,447;744692,875;6944781,506
V30;;744591,9254;6944851,044;744591,909;6944851,045
V31;;744387,376;6944783,006;744387,361;6944782,996
V32;;744501,0077;6944802,749;744500,9932;6944802,758
V33;;744566,6376;6944688,741;744566,6149;6944688,784
V34;;744477,3704;6944739,311;744477,1801;6944739,488
['G49', 'G47', 'G32', 'G24', 'G20', 'G14', 'G74', 'G66'];;;;;
V1;;744489,6811;6944624,929;744489,6758;6944624,956
V2;;744358,7567;6944595,208;744358,736;6944595,225
V3;;744292,6696;6944529,696;744292,6446;6944529,697
V4;;744379,7255;6944471,74;744379,6964;6944471,762
V5;;744375,6309;6944361,054;744375,6141;6944361,106
V6;;744365,5108;6944281,734;744365,4823;6944281,783
V7;;744506,2593;6944317,485;744506,248;6944317,532
V8;;744640,4885;6944241,538;744640,5095;6944241,599
V9;;744709,4029;6944282,439;744709,4169;6944282,495
V10;;744648,437;6944171,172;744648,4497;6944171,232
V11;;744775,9795;6944099,93;744776,0061;6944099,946
V12;;744851,9392;6943999,34;744851,9517;6943999,337
V13;;744958,5719;6944107,777;744958,6138;6944107,754
V14;;744983,8482;6944177,202;744983,8694;6944177,169
V15;;744873,2003;6944252,751;744873,2112;6944252,756
V16;;744961,3633;6944365,335;744961,3927;6944365,329
V17;;744895,8965;6944433,305;744895,9053;6944433,308
V18;;745027,9526;6944505,282;745027,9742;6944505,255
V19;;744947,524;6944568,054;744947,5341;6944568,059
V20;;744909,3584;6944668,264;744909,3748;6944668,278
V21;;744850,3586;6944704,009;744850,3571;6944704,026
V22;;744801,2666;6944637,624;744801,2928;6944637,669
V23;;744715,7859;6944606,11;744715,8142;6944606,16
V24;;744710,6515;6944516,877;744710,6729;6944516,927
V25;;744799,7052;6944440,596;744799,7232;6944440,624
V26;;744659,6294;6944369,945;744659,6545;6944369,991
V27;;744601,7832;6944461,991;744603,0966;6944461,605
V28;;744704,4686;6944714,329;744704,4781;6944714,369
V29;;744692,8593;6944781,47;744692,875;6944781,506
V30;;744591,907;6944851,074;744591,909;6944851,045
V31;;744387,3486;6944783,033;744387,361;6944782,996
V32;;744500,982;6944802,772;744500,9932;6944802,758
V33;;744566,6154;6944688,758;744566,6149;6944688,784
V34;;744477,3441;6944739,331;744477,1801;6944739,488
['G52', 'G48', 'G33', 'G21', 'G19', 'G79', 'G74', 'G65'];;;;;
V1;;744489,6887;6944624,916;744489,6758;6944624,956
V2;;744358,7657;6944595,196;744358,736;6944595,225
V3;;744292,679;6944529,685;744292,6446;6944529,697
V4;;744379,7335;6944471,73;744379,6964;6944471,762
V5;;744375,6381;6944361,046;744375,6141;6944361,106
V6;;744365,5175;6944281,727;744365,4823;6944281,783
V7;;744506,2645;6944317,477;744506,248;6944317,532
V8;;744640,4927;6944241,529;744640,5095;6944241,599
V9;;744709,4065;6944282,43;744709,4169;6944282,495
V10;;744648,4409;6944171,164;744648,4497;6944171,232
V11;;744775,9814;6944099,923;744776,0061;6944099,946
V12;;744851,9393;6943999,334;744851,9517;6943999,337
V13;;744958,5715;6944107,769;744958,6138;6944107,754
V14;;744983,8478;6944177,193;744983,8694;6944177,169
V15;;744873,2015;6944252,742;744873,2112;6944252,756
V16;;744961,364;6944365,323;744961,3927;6944365,329
V17;;744895,8984;6944433,293;744895,9053;6944433,308
V18;;745027,953;6944505,268;745027,9742;6944505,255
V19;;744947,5259;6944568,04;744947,5341;6944568,059
V20;;744909,3614;6944668,248;744909,3748;6944668,278
V21;;744850,3623;6944703,993;744850,3571;6944704,026
V22;;744801,2706;6944637,609;744801,2928;6944637,669
V23;;744715,7907;6944606,096;744715,8142;6944606,16
V24;;744710,6561;6944516,864;744710,6729;6944516,927
V25;;744799,7084;6944440,584;744799,7232;6944440,624
V26;;744659,6339;6944369,934;744659,6545;6944369,991
V27;;744601,7887;6944461,98;744603,0966;6944461,605
V28;;744704,474;6944714,314;744704,4781;6944714,369
V29;;744692,865;6944781,454;744692,875;6944781,506
V30;;744591,9135;6944851,059;744591,909;6944851,045
V31;;744387,357;6944783,02;744387,361;6944782,996
V32;;744500,9901;6944802,756;744500,9932;6944802,758
V33;;744566,6223;6944688,744;744566,6149;6944688,784
V34;;744477,3522;6944739,317;744477,1801;6944739,488
['G50', 'G56', 'G33', 'G22', 'G18', 'G14', 'G76', 'G63'];;;;;
V1;;744489,6983;6944624,912;744489,6758;6944624,956
V2;;744358,775;6944595,193;744358,736;6944595,225
V3;;744292,6875;6944529,684;744292,6446;6944529,697
V4;;744379,7404;6944471,727;744379,6964;6944471,762
V5;;744375,6424;6944361,043;744375,6141;6944361,106
V6;;744365,5201;6944281,724;744365,4823;6944281,783
V7;;744506,2669;6944317,472;744506,248;6944317,532
V8;;744640,4964;6944241,525;744640,5095;6944241,599
V9;;744709,4106;6944282,424;744709,4169;6944282,495
V10;;744648,4435;6944171,16;744648,4497;6944171,232
V11;;744775,9823;6944099,917;744776,0061;6944099,946
V12;;744851,9373;6943999,327;744851,9517;6943999,337
V13;;744958,5715;6944107,76;744958,6138;6944107,754
V14;;744983,8486;6944177,183;744983,8694;6944177,169
V15;;744873,2037;6944252,733;744873,2112;6944252,756
V16;;744961,3677;6944365,314;744961,3927;6944365,329
V17;;744895,9036;6944433,284;744895,9053;6944433,308
V18;;745027,9585;6944505,258;745027,9742;6944505,255
V19;;744947,5335;6944568,03;744947,5341;6944568,059
V20;;744909,3707;6944668,239;744909,3748;6944668,278
V21;;744850,372;6944703,985;744850,3571;6944704,026
V22;;744801,2797;6944637,601;744801,2928;6944637,669
V23;;744715,7993;6944606,089;744715,8142;6944606,16
V24;;744710,6634;6944516,858;744710,6729;6944516,927
V25;;744799,7146;6944440,577;744799,7232;6944440,624
V26;;744659,6393;6944369,929;744659,6545;6944369,991
V27;;744601,7952;6944461,975;744603,0966;6944461,605
V28;;744704,4841;6944714,307;744704,4781;6944714,369
V29;;744692,8759;6944781,446;744692,875;6944781,506
V30;;744591,9236;6944851,051;744591,909;6944851,045
V31;;744387,3663;6944783,015;744387,361;6944782,996
V32;;744501,002;6944802,752;744500,9932;6944802,758
V33;;744566,6325;6944688,739;744566,6149;6944688,784
V34;;744477,363;6944739,312;744477,1801;6944739,488
['G50', 'G56', 'G31', 'G22', 'G18', 'G77', 'G74', 'G66'];;;;;
V1;;744489,6883;6944624,913;744489,6758;6944624,956
V2;;744358,7657;6944595,191;744358,736;6944595,225
V3;;744292,68;6944529,679;744292,6446;6944529,697
V4;;744379,7342;6944471,725;744379,6964;6944471,762
V5;;744375,6388;6944361,041;744375,6141;6944361,106
V6;;744365,5184;6944281,722;744365,4823;6944281,783
V7;;744506,2642;6944317,474;744506,248;6944317,532
V8;;744640,4968;6944241,53;744640,5095;6944241,599
V9;;744709,4099;6944282,431;744709,4169;6944282,495
V10;;744648,4458;6944171,165;744648,4497;6944171,232
V11;;744775,9863;6944099,926;744776,0061;6944099,946
V12;;744851,9436;6943999,338;744851,9517;6943999,337
V13;;744958,5752;6944107,774;744958,6138;6944107,754
V14;;744983,8504;6944177,198;744983,8694;6944177,169
V15;;744873,2035;6944252,745;744873,2112;6944252,756
V16;;744961,3645;6944365,328;744961,3927;6944365,329
V17;;744895,8987;6944433,296;744895,9053;6944433,308
V18;;745027,9514;6944505,273;745027,9742;6944505,255
V19;;744947,5251;6944568,044;744947,5341;6944568,059
V20;;744909,3597;6944668,251;744909,3748;6944668,278
V21;;744850,3599;6944703,995;744850,3571;6944704,026
V22;;744801,2694;6944637,611;744801,2928;6944637,669
V23;;744715,7898;6944606,096;744715,8142;6944606,16
V24;;744710,6564;6944516,865;744710,6729;6944516,927
V25;;744799,7096;6944440,586;744799,7232;6944440,624
V26;;744659,6362;6944369,935;744659,6545;6944369,991
V27;;744601,7895;6944461,979;744603,0966;6944461,605
V28;;744704,4716;6944714,314;744704,4781;6944714,369
V29;;744692,8616;6944781,453;744692,875;6944781,506
V30;;744591,9065;6944851,055;744591,909;6944851,045
V31;;744387,351;6944783,013;744387,361;6944782,996
V32;;744500,9871;6944802,753;744500,9932;6944802,758
V33;;744566,6207;6944688,741;744566,6149;6944688,784
V34;;744477,3497;6944739,313;744477,1801;6944739,488
['G51', 'G48', 'G30', 'G26', 'G19', 'G15', 'G68', 'G63'];;;;;
V1;;744489,7041;6944624,907;744489,6758;6944624,956
V2;;744358,7873;6944595,186;744358,736;6944595,225
V3;;744292,7046;6944529,677;744292,6446;6944529,697
V4;;744379,7554;6944471,725;744379,6964;6944471,762
V5;;744375,6609;6944361,043;744375,6141;6944361,106
V6;;744365,5414;6944281,727;744365,4823;6944281,783
V7;;744506,2812;6944317,477;744506,248;6944317,532
V8;;744640,5061;6944241,54;744640,5095;6944241,599
V9;;744709,4162;6944282,44;744709,4169;6944282,495
V10;;744648,4548;6944171,178;744648,4497;6944171,232
V11;;744775,9901;6944099,942;744776,0061;6944099,946
V12;;744851,9449;6943999,356;744851,9517;6943999,337
V13;;744958,5713;6944107,789;744958,6138;6944107,754
V14;;744983,8454;6944177,21;744983,8694;6944177,169
V15;;744873,2033;6944252,754;744873,2112;6944252,756
V16;;744961,3603;6944365,332;744961,3927;6944365,329
V17;;744895,8971;6944433,298;744895,9053;6944433,308
V18;;745027,9444;6944505,272;745027,9742;6944505,255
V19;;744947,5209;6944568,041;744947,5341;6944568,059
V20;;744909,357;6944668,245;744909,3748;6944668,278
V21;;744850,3599;6944703,987;744850,3571;6944704,026
V22;;744801,2715;6944637,605;744801,2928;6944637,669
V23;;744715,7958;6944606,091;744715,8142;6944606,16
V24;;744710,6626;6944516,864;744710,6729;6944516,927
V25;;744799,7119;6944440,589;744799,7232;6944440,624
V26;;744659,6447;6944369,94;744659,6545;6944369,991
V27;;744601,8007;6944461,98;744603,0966;6944461,605
V28;;744704,4781;6944714,304;744704,4781;6944714,369
V29;;744692,8687;6944781,44;744692,875;6944781,506
V30;;744591,9195;6944851,036;744591,909;6944851,045
V31;;744387,3731;6944782,997;744387,361;6944782,996
V32;;744501,0025;6944802,739;744500,9932;6944802,758
V33;;744566,6332;6944688,733;744566,6149;6944688,784
V34;;744477,3663;6944739,302;744477,1801;6944739,488
['G52', 'G34', 'G30', 'G21', 'G19', 'G14', 'G75', 'G63'];;;;;
V1;;744489,7022;6944624,923;744489,6758;6944624,956
V2;;744358,7792;6944595,205;744358,736;6944595,225
V3;;744292,6918;6944529,695;744292,6446;6944529,697
V4;;744379,7444;6944471,739;744379,6964;6944471,762
V5;;744375,6463;6944361,055;744375,6141;6944361,106
V6;;744365,524;6944281,736;744365,4823;6944281,783
V7;;744506,2705;6944317,483;744506,248;6944317,532
V8;;744640,4991;6944241,537;744640,5095;6944241,599
V9;;744709,4132;6944282,436;744709,4169;6944282,495
V10;;744648,4461;6944171,172;744648,4497;6944171,232
V11;;744775,9844;6944099,929;744776,0061;6944099,946
V12;;744851,9391;6943999,339;744851,9517;6943999,337
V13;;744958,5731;6944107,772;744958,6138;6944107,754
V14;;744983,8503;6944177,195;744983,8694;6944177,169
V15;;744873,2059;6944252,745;744873,2112;6944252,756
V16;;744961,3698;6944365,325;744961,3927;6944365,329
V17;;744895,906;6944433,295;744895,9053;6944433,308
V18;;745027,9606;6944505,268;745027,9742;6944505,255
V19;;744947,5358;6944568,041;744947,5341;6944568,059
V20;;744909,3733;6944668,249;744909,3748;6944668,278
V21;;744850,3749;6944703,995;744850,3571;6944704,026
V22;;744801,2826;6944637,612;744801,2928;6944637,669
V23;;744715,8024;6944606,1;744715,8142;6944606,16
V24;;744710,6664;6944516,869;744710,6729;6944516,927
V25;;744799,7171;6944440,588;744799,7232;6944440,624
V26;;744659,6422;6944369,941;744659,6545;6944369,991
V27;;744601,7985;6944461,986;744603,0966;6944461,605
V28;;744704,4874;6944714,318;744704,4781;6944714,369
V29;;744692,8794;6944781,457;744692,875;6944781,506
V30;;744591,9278;6944851,061;744591,909;6944851,045
V31;;744387,3711;6944783,025;744387,361;6944782,996
V32;;744501,0061;6944802,762;744500,9932;6944802,758
V33;;744566,6362;6944688,749;744566,6149;6944688,784
V34;;744477,3671;6944739,323;744477,1801;6944739,488
['G50', 'G47', 'G32', 'G23', 'G19', 'G80', 'G76', 'G63'];;;;;
V1;;744489,698;6944624,916;744489,6758;6944624,956
V2;;744358,7755;6944595,197;744358,736;6944595,225
V3;;744292,6884;6944529,688;744292,6446;6944529,697
V4;;744379,7412;6944471,731;744379,6964;6944471,762
V5;;744375,6439;6944361,047;744375,6141;6944361,106
V6;;744365,522;6944281,729;744365,4823;6944281,783
V7;;744506,2683;6944317,477;744506,248;6944317,532
V8;;744640,4957;6944241,53;744640,5095;6944241,599
V9;;744709,4095;6944282,429;744709,4169;6944282,495
V10;;744648,4428;6944171,165;744648,4497;6944171,232
V11;;744775,9813;6944099,923;744776,0061;6944099,946
V12;;744851,9367;6943999,333;744851,9517;6943999,337
V13;;744958,5698;6944107,766;744958,6138;6944107,754
V14;;744983,8468;6944177,189;744983,8694;6944177,169
V15;;744873,2024;6944252,739;744873,2112;6944252,756
V16;;744961,3658;6944365,319;744961,3927;6944365,329
V17;;744895,9018;6944433,289;744895,9053;6944433,308
V18;;745027,9562;6944505,262;745027,9742;6944505,255
V19;;744947,531;6944568,035;744947,5341;6944568,059
V20;;744909,3682;6944668,243;744909,3748;6944668,278
V21;;744850,3699;6944703,988;744850,3571;6944704,026
V22;;744801,2778;6944637,605;744801,2928;6944637,669
V23;;744715,798;6944606,093;744715,8142;6944606,16
V24;;744710,6622;6944516,862;744710,6729;6944516,927
V25;;744799,7129;6944440,581;744799,7232;6944440,624
V26;;744659,6384;6944369,934;744659,6545;6944369,991
V27;;744601,7947;6944461,979;744603,0966;6944461,605
V28;;744704,4828;6944714,31;744704,4781;6944714,369
V29;;744692,8747;6944781,45;744692,875;6944781,506
V30;;744591,924;6944851,054;744591,909;6944851,045
V31;;744387,368;6944783,018;744387,361;6944782,996
V32;;744501,0016;6944802,755;744500,9932;6944802,758
V33;;744566,6319;6944688,742;744566,6149;6944688,784
V34;;744477,3629;6944739,315;744477,1801;6944739,488
['G51', 'G56', 'G31', 'G23', 'G16', 'G14', 'G73', 'G65'];;;;;
V1;;744489,6943;6944624,908;744489,6758;6944624,956
V2;;744358,7736;6944595,186;744358,736;6944595,225
V3;;744292,689;6944529,675;744292,6446;6944529,697
V4;;744379,7433;6944471,722;744379,6964;6944471,762
V5;;744375,6499;6944361,038;744375,6141;6944361,106
V6;;744365,5308;6944281,72;744365,4823;6944281,783
V7;;744506,2751;6944317,472;744506,248;6944317,532
V8;;744640,5026;6944241,529;744640,5095;6944241,599
V9;;744709,4147;6944282,43;744709,4169;6944282,495
V10;;744648,4519;6944171,165;744648,4497;6944171,232
V11;;744775,9918;6944099,927;744776,0061;6944099,946
V12;;744851,9504;6943999,34;744851,9517;6943999,337
V13;;744958,5792;6944107,776;744958,6138;6944107,754
V14;;744983,8539;6944177,199;744983,8694;6944177,169
V15;;744873,2079;6944252,745;744873,2112;6944252,756
V16;;744961,3673;6944365,327;744961,3927;6944365,329
V17;;744895,9014;6944433,294;744895,9053;6944433,308
V18;;745027,953;6944505,271;745027,9742;6944505,255
V19;;744947,5259;6944568,041;744947,5341;6944568,059
V20;;744909,3602;6944668,247;744909,3748;6944668,278
V21;;744850,3614;6944703,991;744850,3571;6944704,026
V22;;744801,2715;6944637,607;744801,2928;6944637,669
V23;;744715,7934;6944606,092;744715,8142;6944606,16
V24;;744710,6603;6944516,862;744710,6729;6944516,927
V25;;744799,7127;6944440,584;744799,7232;6944440,624
V26;;744659,6413;6944369,933;744659,6545;6944369,991
V27;;744601,7954;6944461,976;744603,0966;6944461,605
V28;;744704,475;6944714,309;744704,4781;6944714,369
V29;;744692,8651;6944781,447;744692,875;6944781,506
V30;;744591,9139;6944851,048;744591,909;6944851,045
V31;;744387,3615;6944783,006;744387,361;6944782,996
V32;;744500,9925;6944802,746;744500,9932;6944802,758
V33;;744566,6257;6944688,736;744566,6149;6944688,784
V34;;744477,356;6944739,307;744477,1801;6944739,488
['G49', 'G47', 'G32', 'G23', 'G18', 'G77', 'G74', 'G67'];;;;;
V1;;744489,6826;6944624,926;744489,6758;6944624,956
V2;;744358,7574;6944595,205;744358,736;6944595,225
V3;;744292,6694;6944529,694;744292,6446;6944529,697
V4;;744379,725;6944471,737;744379,6964;6944471,762
V5;;744375,629;6944361,052;744375,6141;6944361,106
V6;;744365,5079;6944281,731;744365,4823;6944281,783
V7;;744506,2572;6944317,481;744506,248;6944317,532
V8;;744640,4874;6944241,532;744640,5095;6944241,599
V9;;744709,4025;6944282,433;744709,4169;6944282,495
V10;;744648,4354;6944171,166;744648,4497;6944171,232
V11;;744775,9776;6944099,923;744776,0061;6944099,946
V12;;744851,9362;6943999,332;744851,9517;6943999,337
V13;;744958,5706;6944107,768;744958,6138;6944107,754
V14;;744983,8476;6944177,193;744983,8694;6944177,169
V15;;744873,1999;6944252,744;744873,2112;6944252,756
V16;;744961,3642;6944365,326;744961,3927;6944365,329
V17;;744895,8979;6944433,298;744895,9053;6944433,308
V18;;745027,955;6944505,274;745027,9742;6944505,255
V19;;744947,5269;6944568,046;744947,5341;6944568,059
V20;;744909,3622;6944668,256;744909,3748;6944668,278
V21;;744850,3623;6944704,002;744850,3571;6944704,026
V22;;744801,2696;6944637,617;744801,2928;6944637,669
V23;;744715,7882;6944606,104;744715,8142;6944606,16
V24;;744710,653;6944516,871;744710,6729;6944516,927
V25;;744799,7065;6944440,589;744799,7232;6944440,624
V26;;744659,6294;6944369,939;744659,6545;6944369,991
V27;;744601,7837;6944461,986;744603,0966;6944461,605
V28;;744704,4717;6944714,324;744704,4781;6944714,369
V29;;744692,8628;6944781,465;744692,875;6944781,506
V30;;744591,9099;6944851,071;744591,909;6944851,045
V31;;744387,3499;6944783,032;744387,361;6944782,996
V32;;744500,985;6944802,769;744500,9932;6944802,758
V33;;744566,6178;6944688,754;744566,6149;6944688,784
V34;;744477,3464;6944739,328;744477,1801;6944739,488
['G50', 'G34', 'G31', 'G24', 'G18', 'G79', 'G75', 'G66'];;;;;
V1;;744489,6945;6944624,926;744489,6758;6944624,956
V2;;744358,7714;6944595,207;744358,736;6944595,225
V3;;744292,6841;6944529,697;744292,6446;6944529,697
V4;;744379,7377;6944471,741;744379,6964;6944471,762
V5;;744375,6411;6944361,055;744375,6141;6944361,106
V6;;744365,5197;6944281,736;744365,4823;6944281,783
V7;;744506,2668;6944317,484;744506,248;6944317,532
V8;;744640,493;6944241,538;744640,5095;6944241,599
V9;;744709,4072;6944282,438;744709,4169;6944282,495
V10;;744648,4402;6944171,173;744648,4497;6944171,232
V11;;744775,9796;6944099,93;744776,0061;6944099,946
V12;;744851,9363;6943999,339;744851,9517;6943999,337
V13;;744958,5694;6944107,773;744958,6138;6944107,754
V14;;744983,8466;6944177,196;744983,8694;6944177,169
V15;;744873,2016;6944252,746;744873,2112;6944252,756
V16;;744961,3653;6944365,327;744961,3927;6944365,329
V17;;744895,9007;6944433,298;744895,9053;6944433,308
V18;;745027,9561;6944505,271;745027,9742;6944505,255
V19;;744947,5298;6944568,045;744947,5341;6944568,059
V20;;744909,3666;6944668,254;744909,3748;6944668,278
V21;;744850,3682;6944703,999;744850,3571;6944704,026
